"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","N","n_1","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#49 Conard et al (2022)","ST660F-E",66,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Little Manistee",44.20897457,-86.25841386,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,82.3,1.3,NA,0.93,1.07,1.36,10.91,0.86,0.014137232091312,NA
"#49 Conard et al (2022)","STTC660F",66,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2.8,0.000759532766631778,NA,0.109874469485403,0.0716980065455518,0.0561372577195643,2.66,0.38,0.0130155178036656,NA
"#49 Conard et al (2022)","STTC660F-E",66,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,71.7,1.1,NA,0.090171857485293,0.57,0.54,15.39,0.0151521868830387,0.0128854487645955,NA
"#49 Conard et al (2022)","TC550F",55,NA,1,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,0.000421548562103045,0.000692120397981694,NA,0.0630210978391246,0.0246872054481572,0.0144664449973679,0.014958345570665,0.00909781925298195,0.011114032104489,NA
"#49 Conard et al (2022)","TC550F-E",55,NA,NA,NA,NA,NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Coho salmon","Coho salmon","Quaternary Consumer","Eggs","Eggs","No",1,1,NA,NA,2020,0.4,0.000687327297450556,NA,0.0411484901688813,0.0555609146688473,0.0186691097146795,0.0165745628280787,0.0106506030489073,0.0127034295534052,NA
"#49 Conard et al (2022)","TC680M",68,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Steelhead trout","Steelhead trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,6.2,0.000747270412495882,NA,0.0588906943556009,0.0667408053064656,0.0372163218448933,0.0183428586281493,0.0101276062702021,0.00900602864679128,NA
"#49 Conard et al (2022)","WI510M",51,NA,0,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Michigan",177.3,"Inland waters",NA,"Trail Creek",41.69728658,-86.85116301,NA,NA,"Pisces","Chinook salmon","Chinook salmon","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2020,2.5,0.000859998076057653,NA,0.101231186133002,0.0667311483597295,0.0479583520054313,0.64,0.0120396660450905,0.0114363133879444,NA
"#5 Ferdui et al (2008)","1",56,2150,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,15.14,"Lake Ontario",74.84,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/25/79","Summer",1979,23.4,0.8,NA,0.14,0.26,0.17,0.29,0.43,0.37,0.19
"#5 Ferdui et al (2008)","2",59,1983,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,16.44,"Lake Ontario",74.84,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/25/79","Summer",1979,7,0.4,NA,0.06,0.06,0.05,0.08,0.16,0.11,0.19
"#5 Ferdui et al (2008)","3",55,2602,1,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,15.34,"Lake Ontario",74.84,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/1/79","Summer",1979,21.5,0.8,NA,0.06,0.15,0.08,0.15,0.22,0.18,0.15
"#5 Ferdui et al (2008)","4",63,2836,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,15.66,"Lake Ontario",74.84,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/1/79","Summer",1979,19.6,1.2,NA,0.00190128879482038,0.16,0.12,0.36,0.32,0.36,0.28
"#5 Ferdui et al (2008)","5",56,2158,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,16.87,"Lake Ontario",74.82,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/12/83","Summer",1983,36.5,1.7,NA,0.48,0.94,0.9,0.99,1.14,0.63,0.24
"#5 Ferdui et al (2008)","6",56,1853,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,15.33,"Lake Ontario",74.82,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/12/83","Summer",1983,84,1.9,NA,0.96,1.29,1.18,1.17,1.23,0.67,0.24
"#5 Ferdui et al (2008)","7",57,2158,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,16.46,"Lake Ontario",74.82,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/12/83","Summer",1983,33.2,1.2,NA,0.35,0.69,0.55,0.68,0.85,0.51,0.22
"#5 Ferdui et al (2008)","8",65,2172,0,"Adult (Sexually Mature)","Adult (Reproductive)",4,NA,16.51,"Lake Ontario",74.82,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/12/83","Summer",1983,51.7,1.6,NA,0.33,0.65,0.59,0.56,0.83,0.44,0.16
"#5 Ferdui et al (2008)","9",59,2058,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.74,"Lake Ontario",74.82,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/12/83","Summer",1983,16.1,0.6,NA,0.26,0.35,0.21,0.28,0.45,0.29,0.09
"#5 Ferdui et al (2008)","10",57,2295,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,17.43,"Lake Ontario",74.68,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/31/88","Summer",1988,67.3,1.8,NA,1.02,1.39,1.84,1.3,1.75,1.33,0.00694269483325594
"#5 Ferdui et al (2008)","11",58,2083,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.75,"Lake Ontario",74.68,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/31/88","Summer",1988,39.1,1.7,NA,0.55,0.9,1.2,1.08,1.32,0.67,0.22
"#5 Ferdui et al (2008)","12",59,2401,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.71,"Lake Ontario",74.68,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"8/31/88","Summer",1988,94.9,3.1,NA,2.7,3.62,4.81,3.27,3.54,1.62,0.59
"#5 Ferdui et al (2008)","13",58,2016,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.95,"Lake Ontario",74.68,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/1/88","Summer",1988,56.4,2.5,NA,0.7,1.35,1.53,1.35,1.92,1,0.32
"#5 Ferdui et al (2008)","14",56,2039,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.24,"Lake Ontario",74.68,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/1/88","Summer",1988,39.2,1.6,NA,0.19,0.51,0.57,0.42,0.7,0.27,0.13
"#5 Ferdui et al (2008)","15",59,2246,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.88,"Lake Ontario",75.04,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/8/93","Summer",1993,82,4.6,NA,1.19,1.47,1.84,1.17,2.05,0.78,0.31
"#5 Ferdui et al (2008)","16",58,2301,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,17.15,"Lake Ontario",75.04,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/8/93","Summer",1993,50.1,3.4,NA,1.22,1.37,1.62,0.96,1.48,0.48,0.21
"#5 Ferdui et al (2008)","17",59,2590,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,15.7,"Lake Ontario",75.04,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/8/93","Summer",1993,55.2,3.3,NA,0.7,1.13,1.34,0.94,1.65,0.86,0.46
"#5 Ferdui et al (2008)","18",58,2538,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.84,"Lake Ontario",75.04,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/8/93","Summer",1993,63.5,4.4,NA,1.05,1.49,1.83,1.15,2.16,0.86,0.35
"#5 Ferdui et al (2008)","19",67,3053,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.85,"Lake Ontario",75.04,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"7/8/93","Summer",1993,65.8,3.6,NA,1.14,1.43,1.81,1.07,1.63,0.58,0.29
"#5 Ferdui et al (2008)","20",58,1919,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.42,"Lake Ontario",74.91,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/10/98","Summer",1998,20.1,1.6,NA,0.3,0.4,0.51,0.32,0.64,0.18,0.00724216651961929
"#5 Ferdui et al (2008)","21",59,2041,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.67,"Lake Ontario",74.91,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/10/98","Summer",1998,23.8,2.4,NA,0.38,0.54,0.63,0.35,0.78,0.19,0.11
"#5 Ferdui et al (2008)","22",56,2139,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,17.01,"Lake Ontario",74.91,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/10/98","Summer",1998,30.6,3,NA,0.51,0.75,0.97,0.58,1.32,0.58,0.29
"#5 Ferdui et al (2008)","23",58,1813,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.68,"Lake Ontario",74.91,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/10/98","Summer",1998,25.6,2,NA,0.5,0.5,0.63,0.33,0.78,0.26,0.09
"#5 Ferdui et al (2008)","24",58,2058,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,16.9,"Lake Ontario",74.91,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/10/98","Summer",1998,42.5,3.9,NA,0.65,0.85,1.13,0.7,1.49,0.7,0.23
"#5 Ferdui et al (2008)","25",66,3464,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,14.41,"Lake Ontario",74.85,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/22/04","Summer",2004,38.1,2.2,NA,0.29,0.71,0.99,0.7,2.28,0.94,0.59
"#5 Ferdui et al (2008)","26",60,2701,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,15.43,"Lake Ontario",74.85,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/22/04","Summer",2004,82.6,0.000855587279576988,NA,0.57,1.09,1.71,1.03,3.6,1.53,0.88
"#5 Ferdui et al (2008)","27",63,2793,0,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,15.66,"Lake Ontario",74.85,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/22/04","Summer",2004,37.5,1.4,NA,0.99,1.3,1.74,0.74,1.43,0.56,0.26
"#5 Ferdui et al (2008)","28",61,3254,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,14.44,"Lake Ontario",74.85,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/22/04","Summer",2004,34,1.7,NA,0.55,0.59,0.79,0.53,1.62,0.8,0.46
"#5 Ferdui et al (2008)","29",70,4697,1,"Adult (Sexually Mature)","Adult (Reproductive)",5,NA,14.63,"Lake Ontario",74.85,"Lake",NA,"Eastern Basin",44.08333333,-76.66666667,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Whole fish homogenate","Whole organism homogenate","No",1,1,"9/22/04","Summer",2004,27.2,1.7,NA,0.25,0.5,0.83,0.48,1.65,0.58,0.5
"#50 Ren et al (2023)","20190424AC001",63.48,2915.2,0.8,NA,NA,4,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"8/7/19","Summer",2019,43.69270341,0.407733328,NA,0.921477321,2.870442628,2.275151969,0.530053326,1.068261319,0.399578661,NA
"#50 Ren et al (2023)","20190424AC002",61.84,2684.8,0.8,NA,NA,5,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"8/7/19","Summer",2019,73.85234559,0.48203447,NA,2.581216837,4.182815236,2.798909823,0.668628458,1.438328659,0.489809219,NA
"#50 Ren et al (2023)","20190424AC003",62.2,2674.8,0.2,NA,NA,4,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"8/7/19","Summer",2019,67.6652909,0.583253527,NA,1.804933211,3.846320554,2.506413804,0.717244202,1.442370208,0.551726309,NA
"#50 Ren et al (2023)","20190424AC004",62.7,2864.4,0,NA,NA,4,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"8/15/19","Summer",2019,67.30935396,0.504699988,NA,2.651677715,4.221855456,2.427366609,0.737022205,1.482055521,0.528733321,NA
"#50 Ren et al (2023)","20190424AC005",66.12,3149.6,0.6,NA,NA,5,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,5,"8/7/19","Summer",2019,81.40080123,0.526349846,NA,2.248949343,4.593598658,2.472249278,0.765599776,1.579049539,0.550274839,NA
"#50 Ren et al (2023)","LEEmeraldShiner20190424001_YAO",7.557894737,3.011578947,NA,"YAO",NA,NA,-23.2,14.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,38,"10/30/19","Summer",2019,19.22686265,0.215082762,NA,0.583796069,1.751388208,1.597757663,0.384076361,0.599159124,0.199719708,NA
"#50 Ren et al (2023)","LEEmeraldShiner20190424002_YAO",7.546153846,3.150769231,NA,"YAO",NA,NA,-23.2,14.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,39,"10/30/19","Summer",2019,19.14141489,0.191893884,NA,0.463743552,1.759027266,1.447199705,NA,0.607663965,0.215880619,NA
"#50 Ren et al (2023)","LEEmeraldShiner20190424003_YAO",7.484615385,3.086923077,NA,"YAO",NA,NA,-23.2,14.2,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Pisces","Emerald shiner","Emerald shiner","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,39,"10/30/19","Summer",2019,15.39068221,0.158666827,NA,0.476000481,1.486457641,0.876842991,NA,0.476000481,0.141965056,NA
"#50 Ren et al (2023)","LEFE_2019_amphipod_1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Shrimp, water fleas, and allies","Amphipods","Amphipods (principally Gammarus and Hyalella)","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,30.35767678,0.283926093,NA,1.27766742,1.867934825,0.814419584,0.381058704,0.478191315,0.246567397,NA
"#50 Ren et al (2023)","LEFE_2019_larvfish_1",NA,NA,NA,"Larvae","Juvenile/Immature",NA,NA,NA,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","General forage fish larvae","General forage fish larvae","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,33.41738473,0.525472411,NA,1.48329554,2.095238095,1.130763416,0.705064248,0.891307634,0.492214664,NA
"#50 Ren et al (2023)","LEFE_2019_mayfly_1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Insecta","Mayflies","Aquatic insects","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,13.68784422,0.27104642,NA,1.365656963,0.625491739,NA,0.156372935,0.0752968260441352,NA,NA
"#50 Ren et al (2023)","LEFE_2019_zoop_153um_1",NA,NA,NA,NA,NA,NA,-30,10.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,13.34478084,0.102808811392701,NA,1.575648822,1.728390289,1.004878075,0.586848796,0.50645855,0.257248787,NA
"#50 Ren et al (2023)","LEFE_2019_zoopsled_1",NA,NA,NA,NA,NA,NA,-30,10.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,10.10377296,NA,NA,2.19022797,1.630104096,NA,0.244156561,0.301605163,0.172345807,NA
"#50 Ren et al (2023)","LEFE_2019_zoopsled_2",NA,NA,NA,NA,NA,NA,-30,10.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/24/19","Summer",2019,7.181686029,NA,NA,1.495020243,1.166674676,NA,0.181637973,0.223554429,0.104791139,NA
"#50 Ren et al (2023)","LEFO_2019_oligochaete_1",NA,NA,NA,NA,NA,NA,NA,NA,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Annelida","Oligochaeta","Oligochaeta","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/23/19","Summer",2019,9.176452314,0.0429366360895711,NA,0.406337372,0.474060267,NA,NA,0.101584343,0.0587157271589342,NA
"#50 Ren et al (2023)","LEFO_2019_zoop_153um_1",NA,NA,NA,NA,NA,NA,-31,7.51,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/23/19","Summer",2019,27.68228726,0.2117611,NA,2.723685874,1.15373289,0.219063207,0.0585385912992705,0.262875848,0.09492739,NA
"#50 Ren et al (2023)","LEFO_2019_zoop_153um_2",NA,NA,NA,NA,NA,NA,-31,7.51,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/23/19","Summer",2019,19.60137958,0.15983334,NA,1.997916747,0.857287913,0.174363643,0.077632470030691,0.196159099,0.0471694790547275,NA
"#50 Ren et al (2023)","LEFO_2019_zoop_tt_1",NA,NA,NA,NA,NA,NA,-31,7.51,"Lake Erie",174.84,"Lake",NA,"Dunkirk, NY (P532)",42.4755556,-79.73972222,NA,NA,"Zooplankton","Zooplankton","Zooplankton","Primary Consumer","Bulk composite","Whole organism homogenate","Yes",1,NA,"6/23/19","Summer",2019,26.97694253,0.241182237,NA,1.986206655,0.957635352,0.156059094,0.0700348438984817,0.120591118,0.0467855342723091,NA
"#50 Ren et al (2023)","LEFreshwaterDrum20190904001",11.55,19.44,NA,NA,NA,NA,-21.8,14.5,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Freshwater drum","Freshwater drum","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,2,"9/24/19","Summer",2019,14.99107638,0.486966499,NA,1.123768844,1.033867336,0.614326968,0.404556784,0.269704523,0.142344054,NA
"#50 Ren et al (2023)","LEFreshwaterDrum20190904002",9.633333333,11.62,NA,NA,NA,NA,-21.8,14.5,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Freshwater drum","Freshwater drum","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"9/24/19","Summer",2019,10.91808413,0.233958946,NA,0.779863152,0.803259047,0.483515154,0.241757577,0.171569893,0.093583578,NA
"#50 Ren et al (2023)","LEFreshwaterDrum20190904003",9.6,11.32666667,NA,NA,NA,NA,-21.8,14.5,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Freshwater drum","Freshwater drum","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"9/24/19","Summer",2019,9.924134178,0.265894848,NA,0.868068474,1.055758955,0.563071443,0.258074411,0.179870044,0.0509599350986494,NA
"#50 Ren et al (2023)","LEGizzardShad20190904001",10.9,14.82333333,NA,NA,NA,NA,-23.1,12.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Gizzard shad","Gizzard shad","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"9/24/19","Summer",2019,3.084268387,0.0689593154174893,NA,0.07281578,0.231450157,0.215846776,0.278260301,0.187240577,0.15343325,NA
"#50 Ren et al (2023)","LEGizzardShad20190904002",10.9,14.33333333,NA,NA,NA,NA,-23.1,12.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Gizzard shad","Gizzard shad","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",1,3,"9/24/19","Summer",2019,1.896239401,0.0515861362755194,NA,0.100207773,0.246665288,0.131040934,0.161874095,0.0669907487294332,0.092499483,NA
"#50 Ren et al (2023)","LEGizzardShad20190904003LD_avg",9.725,10.48,NA,NA,NA,NA,-23.1,12.8,"Lake Erie",174.84,"Lake",NA,"Middle Bass Island, OH (P512)",41.5830556,-82.91638889,NA,NA,"Pisces","Gizzard shad","Gizzard shad","Secondary Consumer","Composite whole fish homogenate","Whole organism homogenate","Yes",2,4,"9/24/19","Summer",2019,3.449419649,0.0327643092696951,NA,0.111623239,0.24636713,0.12,0.227086594,0.134763879,0.127003695,NA
