"Author..Citation.","Sample.ID","Total.Length..cm.","Total.Weight..g.","Sex.Ratio","Maturity","Revised_Maturity","Age..Years.","d13C","d15N","Waterbody","Water_Level","Waterbody_Type","Region","Location","Latitude","Longitude","Latitude.2","Longitude.2","Class","Species","Revised_Species","Trophic_Level","Tissue","Revised_Tissue","Composite","n_samples","n_indiv","Collection.Date","Season","Sampling.Year","PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
"#47 Miranda et al (2023)","DS-11_3",11.3,NA,NA,NA,NA,NA,-25.2,12.3,"Lake Michigan",176.93,"Lake",NA,"214 Ludington, MI",43.96133849,-86.47071128,NA,NA,"Pisces","Deepwater sculpin","Deepwater sculpin","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,21.2,0.09,NA,3.13,1.88,1.57,0.36,0.2,0.0357333026864382,NA
"#47 Miranda et al (2023)","DS-12_4",10.7,NA,NA,NA,NA,NA,-25.1,12.8,"Lake Michigan",176.93,"Lake",NA,"214 Ludington, MI",43.96133849,-86.47071128,NA,NA,"Pisces","Deepwater sculpin","Deepwater sculpin","Secondary Consumer","Composite muscle","Muscle","Yes",1,4,NA,NA,2021,20.2,0.09,NA,3.89,1.98,1.33,0.31,0.65,0.0370319517680696,NA
"#47 Miranda et al (2023)","147509",73.6,NA,0,NA,NA,NA,-22.7,12.2,"Lake Michigan",176.93,"Lake","NE","Charlevoix",45.328952,-85.27349622,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,20.6,0.0119288909272534,NA,0.17,0.51,0.68,0.25,0.53,0.0362950826979566,NA
"#47 Miranda et al (2023)","166145",88.1,NA,1,NA,NA,NA,-27.8,12.5,"Lake Michigan",176.93,"Lake","NW","Manitowoc",44.09064715,-87.61734623,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.34,0.02,NA,0.21,0.16,0.00788947493326109,0.0241683720957842,0.0257185673557966,0.0379626420039308,NA
"#47 Miranda et al (2023)","166391",52.8,NA,0,NA,NA,NA,-23.7,12.5,"Lake Michigan",176.93,"Lake","NW","Manitowoc",44.09064715,-87.61734623,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,7.33,0.0116580853796168,NA,0.18,0.24,0.16,0.08,0.13,0.037663050537951,NA
"#47 Miranda et al (2023)","166981",50.3,NA,1,NA,NA,NA,-24.9,11.9,"Lake Michigan",176.93,"Lake","NW","Sturgeon Bay",44.83494204,-87.38661919,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,14.8,0.1,NA,0.34,0.51,0.39,0.14,0.34,0.0412103203882573,NA
"#47 Miranda et al (2023)","169196",76.1,NA,0,NA,NA,NA,-24.4,12.1,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,0.0032547960428862,0.00803163812771522,NA,0.020109058530212,0.0227892582244638,0.00305076488409096,0.013403541912698,0.0206018355929692,0.0290165327658505,NA
"#47 Miranda et al (2023)","169415",48.3,NA,0,NA,NA,NA,-22.9,12.3,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,19.6,0.1,NA,0.48,0.34,0.26,0.12,0.35,0.0365838915446633,NA
"#47 Miranda et al (2023)","169434",40.3,NA,0,NA,NA,NA,-21.9,12.2,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,28.3,0.13,NA,0.4,0.43,0.33,0.15,0.51,0.0417105562449667,NA
"#47 Miranda et al (2023)","169635",75.1,NA,1,NA,NA,NA,-26.4,13,"Lake Michigan",176.93,"Lake","SE","East Chicago",41.69750171,-87.39947809,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.22,0.01,NA,0.21,0.25,0.00909293292304885,0.03,0.0166916830115434,0.12,NA
"#47 Miranda et al (2023)","169642",44,NA,1,NA,NA,NA,-22.8,11.8,"Lake Michigan",176.93,"Lake","SE","East Chicago",41.69750171,-87.39947809,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,14,0.0111610383624168,NA,0.32,0.2,0.21,0.11,0.24,0.0271087960924243,NA
"#47 Miranda et al (2023)","169993",53.2,NA,1,NA,NA,NA,-23.7,12.5,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,11.4,0.07,NA,0.25,0.49,0.31,0.14,0.35,0.0321019372530331,NA
"#47 Miranda et al (2023)","171809",71.8,NA,1,NA,NA,NA,-23.8,12.2,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,14,0.02,NA,0.18,0.19,0.00703167585694841,0.06,0.021685297261477,0.07,NA
"#47 Miranda et al (2023)","171879",49.8,NA,1,NA,NA,NA,-24.1,12.3,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,12.2,0.0102179458223651,NA,0.27,0.42,0.24,0.1,0.17,0.0347714811945122,NA
"#47 Miranda et al (2023)","173270",54.1,NA,0,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","NW","NW",44.94789936,-86.98722003,NA,NA,"Pisces","Lake trout","Lake trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,17.7,0.0083560729836132,NA,0.15,0.17,0.00902644847605353,0.05,0.16,0.0341522227940559,NA
"#47 Miranda et al (2023)","62820",53.5,NA,1,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","SE","Grand Haven",43.05699957,-86.26142328,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,1.32,0.0130382160195023,NA,0.13,0.17,0.00862755810885152,0.05,0.18,0.0335653606266507,NA
"#47 Miranda et al (2023)","62887",27.1,NA,0,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","SE","Grand Haven",43.05699957,-86.26142328,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,3.11,0.0139429774814651,NA,0.0197900679633554,0.0329828144022083,0.00794393829796699,0.0265937184935939,0.16,0.0413024911372847,NA
"#47 Miranda et al (2023)","147028",55,NA,0,NA,NA,NA,-23,10.3,"Lake Michigan",176.93,"Lake","NE","Manistee",44.25061567,-86.35077016,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,3.25,0.00794003841543488,NA,0.0199602695691645,0.0327410479238228,0.00735434895389395,0.06,0.14,0.0334574152628916,NA
"#47 Miranda et al (2023)","147582",53.2,NA,1,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","NE","Manistee",44.25061567,-86.35077016,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,2.92,0.0149520513357128,NA,0.3,0.26,0.17,0.08,0.18,0.0418679746829496,NA
"#47 Miranda et al (2023)","160110",56,NA,0,NA,NA,NA,-23.2,9.85,"Lake Michigan",176.93,"Lake","SW","SW",42.82623982,-87.51456377,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,6.2,0.0120334399965466,NA,0.12,0.21,0.17,0.1,0.17,0.0397527717552737,NA
"#47 Miranda et al (2023)","160162",56.1,NA,0,NA,NA,NA,-24.3,10.8,"Lake Michigan",176.93,"Lake","SW","SW",42.82623982,-87.51456377,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,2.38,0.00695693428255303,NA,0.0174235691328516,0.0296495546109744,0.00858483779876158,0.0224458437012734,0.08,0.0432994422205371,NA
"#47 Miranda et al (2023)","160174",55.7,NA,0,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","SW","SW",42.82623982,-87.51456377,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.41,0.0142144287100332,NA,0.27,0.39,0.24,0.12,0.37,0.0447608452746497,NA
"#47 Miranda et al (2023)","160199",80.6,NA,0,NA,NA,NA,-25.5,11.2,"Lake Michigan",176.93,"Lake","SW","SW",42.82623982,-87.51456377,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.72,0.0102014128870867,NA,0.17,0.16,0.02,0.04,0.07,0.07,NA
"#47 Miranda et al (2023)","166015",72,NA,1,NA,NA,NA,-26.8,11.2,"Lake Michigan",176.93,"Lake","NW","NW",44.94789936,-86.98722003,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,0.0032547960428862,0.00946590737633094,NA,0.0169440307380486,0.0188253579926963,0.00502073554762166,0.0198685101237796,0.0136482699319353,0.0293043514316742,NA
"#47 Miranda et al (2023)","166025",52,NA,1,NA,NA,NA,-23.4,9.36,"Lake Michigan",176.93,"Lake","NW","NW",44.94789936,-86.98722003,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,11.6,0.0125094532268983,NA,0.25,0.24,0.24,0.1,0.29,0.0373191648493395,NA
"#47 Miranda et al (2023)","166371",53.4,NA,0,NA,NA,NA,-24,9.96,"Lake Michigan",176.93,"Lake","NW","Manitowoc",44.09064715,-87.61734623,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,3.89,0.00935441819718476,NA,0.0154233911241406,0.0351675376266976,0.00764870563334229,0.04,0.1,0.0215973857147898,NA
"#47 Miranda et al (2023)","166487",52.9,NA,0,NA,NA,NA,NA,NA,"Lake Michigan",176.93,"Lake","NW","Algoma",44.60279534,-87.43016496,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,12.7,0.0120756296538683,NA,0.16,0.24,0.2,0.1,0.27,0.0451565371106442,NA
"#47 Miranda et al (2023)","166563",77.9,NA,0,NA,NA,NA,-24.7,11.1,"Lake Michigan",176.93,"Lake","NW","Sturgeon Bay",44.83494204,-87.38661919,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,12.1,0.0108399005668932,NA,0.16,0.18,0.02,0.07,0.08,0.08,NA
"#47 Miranda et al (2023)","167023",34.5,NA,1,NA,NA,NA,-23.3,9.28,"Lake Michigan",176.93,"Lake","NW","Manistique",45.93696056,-86.24267613,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,6.46,0.0133121635965704,NA,0.15,0.17,0.18,0.1,0.22,0.0422858871276038,NA
"#47 Miranda et al (2023)","167090",48.3,NA,1,NA,NA,NA,-23,8.83,"Lake Michigan",176.93,"Lake","NW","Manistique",45.93696056,-86.24267613,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.56,0.00647018054924988,NA,0.29,0.24,0.15,0.07,0.17,0.0377830120713467,NA
"#47 Miranda et al (2023)","169129",74.5,NA,1,NA,NA,NA,-23.4,11.1,"Lake Michigan",176.93,"Lake","NE","Ludington",43.95424346,-86.47998478,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,7.68,0.00732248718116067,NA,0.1,0.14,0.02,0.0206293921146446,0.08,0.0394203034028982,NA
"#47 Miranda et al (2023)","169268",72.6,NA,1,NA,NA,NA,-23,11.4,"Lake Michigan",176.93,"Lake","NE","Ludington",43.95424346,-86.47998478,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,0.98,0.00565106710852301,NA,0.09,0.13,0.02,0.0244851452013013,0.0155476747006369,0.0271599390092939,NA
"#47 Miranda et al (2023)","169450",56.7,NA,1,NA,NA,NA,-23.9,9.94,"Lake Michigan",176.93,"Lake","SE","East Chicago",41.69750171,-87.39947809,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,8.87,0.0129080911116127,NA,0.18,0.22,0.17,0.1,0.2,0.0362331811670456,NA
"#47 Miranda et al (2023)","169605",70.3,NA,0,NA,NA,NA,-25,11.4,"Lake Michigan",176.93,"Lake","SE","East Chicago",41.69750171,-87.39947809,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,6.75,0.02,NA,0.11,0.19,0.08,0.09,0.0194185204762969,0.11,NA
"#47 Miranda et al (2023)","169639",70.3,NA,1,NA,NA,NA,-24.2,9.95,"Lake Michigan",176.93,"Lake","SE","East Chicago",41.69750171,-87.39947809,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,10.7,0.00846166174736843,NA,0.14,0.14,0.02,0.04,0.05,0.0119853806194936,NA
"#47 Miranda et al (2023)","169651",56.4,NA,1,NA,NA,NA,-24.8,9.48,"Lake Michigan",176.93,"Lake","SE","Michigan City",41.74484354,-86.90116564,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,17.5,0.1,NA,0.35,0.63,0.34,0.17,0.35,0.0398928624128858,NA
"#47 Miranda et al (2023)","170232",79.5,NA,1,NA,NA,NA,-24.7,10.6,"Lake Michigan",176.93,"Lake","NE","Manistee",44.25061567,-86.35077016,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,14.4,0.00550644895897174,NA,0.12,0.1,0.02,0.05,0.05,0.0240851863801553,NA
"#47 Miranda et al (2023)","170687",68.1,NA,0,NA,NA,NA,-27.7,11.2,"Lake Michigan",176.93,"Lake","NE","Charlevoix",45.328952,-85.27349622,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,18.2,0.04,NA,0.81,0.51,0.43,0.26,0.21,0.0376052723503017,NA
"#47 Miranda et al (2023)","170708",80.9,NA,1,NA,NA,NA,-24.5,11.1,"Lake Michigan",176.93,"Lake","NE","Manistee",44.25061567,-86.35077016,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,12.3,0.02,NA,0.23,0.16,0.00920084165797981,0.06,0.0246720260255639,0.07,NA
"#47 Miranda et al (2023)","173075",73.5,NA,1,NA,NA,NA,-25.6,10.5,"Lake Michigan",176.93,"Lake","NW","Manitowoc",44.09064715,-87.61734623,NA,NA,"Pisces","Rainbow trout","Rainbow trout","Quaternary Consumer","Muscle","Muscle","No",1,1,NA,NA,2021,9.9,0.02,NA,0.2,0.13,0.00909816538781095,0.06,0.021598200617867,0.12,NA
"#47 Miranda et al (2023)","RB-1_2",12.95,NA,NA,NA,NA,NA,-24.8,8.68,"Lake Michigan",176.93,"Lake",NA,"214 Ludington, MI",43.96133849,-86.47071128,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,2,NA,NA,2021,4.01,0.0116642679249248,NA,0.19,0.33,0.25,0.09,0.09,0.0333024618311857,NA
"#47 Miranda et al (2023)","RB-2_2",9.45,NA,NA,NA,NA,NA,-25.1,9.95,"Lake Michigan",176.93,"Lake",NA,"214 Ludington, MI",43.96133849,-86.47071128,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,2,NA,NA,2021,5.12,0.0127869667445319,NA,0.21,0.32,0.23,0.1,0.13,0.0375496253715184,NA
"#47 Miranda et al (2023)","RB-3_4",11.25,NA,NA,NA,NA,NA,-24.8,8.68,"Lake Michigan",176.93,"Lake",NA,"214 Ludington, MI",43.96133849,-86.47071128,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,4,NA,NA,2021,1.51,0.0141932844557803,NA,0.3,0.24,0.00912575934343806,0.07,0.15,0.031140260526972,NA
"#47 Miranda et al (2023)","RB-4_3",10.3,NA,NA,NA,NA,NA,-23,8.97,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,2.46,0.00745170628102065,NA,0.31,0.28,0.13,0.07,0.15,0.0305568884801156,NA
"#47 Miranda et al (2023)","RB-5_3",10.25,NA,NA,NA,NA,NA,-23.7,9.43,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,2.17,0.0108035402323982,NA,0.27,0.24,0.14,0.07,0.16,0.0392682500681575,NA
"#47 Miranda et al (2023)","RB-6_3",11.5,NA,NA,NA,NA,NA,-23.6,9.62,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,1.96,0.0106653858506927,NA,0.23,0.26,0.19,0.11,0.27,0.0341665943321365,NA
"#47 Miranda et al (2023)","SL-1_3",6.65,NA,NA,NA,NA,NA,-25.5,14.4,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,75.9,0.65,NA,42.3,18.4,16.1,2.28,2.65,0.68,NA
"#47 Miranda et al (2023)","SL-2_3",8.4,NA,NA,NA,NA,NA,-25.7,14.8,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,89.2,0.49,NA,41.4,23.8,12.7,2.44,3.85,0.74,NA
"#47 Miranda et al (2023)","SL-3_3",7.95,NA,NA,NA,NA,NA,-25.8,15.3,"Lake Michigan",176.93,"Lake",NA,"210 Frankfort, MI",44.63816817,-86.25572314,NA,NA,"Pisces","Slimy sculpin","Slimy sculpin","Secondary Consumer","Composite muscle","Muscle","Yes",1,3,NA,NA,2021,97.5,0.72,NA,42.5,19.9,18.8,2.42,2.89,0.89,NA
"#48 George et al (2023)","YEP BS SCR1",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,257,3.2,NA,10.3,21.6,25.5,21,19.4,8.3,NA
"#48 George et al (2023)","YEP BS SCR2",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,84.6,0.7,NA,5.5,7.5,10.1,4.4,7.1,1.8,NA
"#48 George et al (2023)","YEP BS DR1",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,129,1.9,NA,2.8,15.1,11.3,9.5,6.2,2.9,NA
"#48 George et al (2023)","YEP BS DR2",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,177,2.5,NA,2.9,17.8,13.6,9.8,6.8,3.1,NA
"#48 George et al (2023)","WAE BS SCR1",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,111,1.1,NA,7.7,8.2,11.9,6.7,9.9,2.9,NA
"#48 George et al (2023)","WAE BS DR1",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,279,2.6,NA,10.3,20.5,19.4,9.5,15.8,4.6,NA
"#48 George et al (2023)","WAE BS DR2",NA,NA,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Walleye","Walleye","Quaternary Consumer","Composite serum","Blood","Yes",1,5,"5/31/21","Summer",2021,308,3.2,NA,7.2,17,12.4,9,9.5,4.8,NA
"#48 George et al (2023)","ROG M DR1",8.5,7.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,4.95,NA,NA,0.0988,0.634,0.761410660315724,0.69,0.778547818001094,0.538,NA
"#48 George et al (2023)","ROG M DR2",8.5,7.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,4.27,NA,NA,0.0625925283937692,0.678,0.502779736049382,0.66,0.405015828151766,0.147,NA
"#48 George et al (2023)","ROG M DR3",8.5,7.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,4.43,NA,NA,0.0389180123507243,0.139,0.218712390602625,0.139,0.270164485940893,0.139,NA
"#48 George et al (2023)","ROG M SCR1",10.2,16.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,1.32,NA,NA,0.0943,0.399,0.280418142159058,0.889,0.427817693409272,0.424,NA
"#48 George et al (2023)","ROG M SCR2",10.2,16.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,2.81,NA,NA,0.141,1.51,2.24,9.33,2.55,2.92,NA
"#48 George et al (2023)","ROG M SCR3",10.2,16.4,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Round goby","Round goby","Secondary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,1.03,NA,NA,0.0489799341147598,0.123,0.27980247874475,2.38,0.78992337732611,0.808,NA
"#48 George et al (2023)","YEP M DR1",18.9,97.5,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,8.53,NA,NA,0.0801401400484851,0.633,0.0850921130795305,0.0780720582717848,0.0838763337986634,0.0817693925898012,NA
"#48 George et al (2023)","YEP M DR2",18.9,97.5,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,6.83,NA,NA,0.0669759717650211,0.0710735776000046,0.0630269061852696,0.0768491975305827,0.0610998289714298,0.0649337992910579,NA
"#48 George et al (2023)","YEP M DR3",18.9,97.5,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"Detroit River",42.17881706,-83.13425667,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,10.1,NA,NA,0.0648178121770098,0.595,0.893353997991371,0.595,0.610351063067031,0.595,NA
"#48 George et al (2023)","YEP M SR1",20.7,135,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,6.4,NA,NA,0.422,0.0909620836010242,0.0686838582659919,0.0779470932233743,0.761499026407958,0.0784434175296658,NA
"#48 George et al (2023)","YEP M SR2",20.7,135,NA,"Adult (Sexually Mature)","Adult (Reproductive)",NA,NA,NA,"Lake Erie",174.67,"Connecting channel",NA,"St. Clair River",42.61757754,-82.52678538,NA,NA,"Pisces","Yellow perch","Yellow perch","Tertiary Consumer","Composite muscle","Muscle","Yes",1,5,"5/31/21","Summer",2021,4.75,NA,NA,0.0499221671767223,0.0835624372995453,0.0681357777638986,0.0591142710671192,0.487823651128834,0.0734730607625169,NA
